g,season,opp,w/l,tm,opp_score,fg,fga,fg_percentage,three_points,three_point_attempts,three_point_percentage,ft,fta,free_throw_percentage,orb,trb,ast,stl,blk,tov,pf,drb,two_point_percentage,id
14,2009-10,NYK,W,107,105,35,85,0.412,10,25,0.4,27,35,0.771,11,48,21,11,8,15,28,37,0.417,1098
13,2009-10,ORL,L,78,83,30,87,0.345,2,19,0.105,16,18,0.889,14,43,20,11,7,12,25,29,0.412,1099
12,2009-10,GSW,W,109,95,42,80,0.525,8,19,0.421,17,27,0.63,10,36,25,7,3,18,20,26,0.557,1100
11,2009-10,IND,L,104,113,39,82,0.476,3,12,0.25,23,31,0.742,14,43,18,4,3,14,23,29,0.514,1101
10,2009-10,ATL,L,86,97,36,73,0.493,1,15,0.067,13,19,0.684,6,29,20,6,4,15,23,23,0.603,1102
9,2009-10,UTA,W,105,86,41,77,0.532,7,19,0.368,16,18,0.889,12,33,30,7,3,15,17,21,0.586,1103
8,2009-10,NJN,W,86,76,31,69,0.449,1,10,0.1,23,29,0.793,3,37,21,20,3,12,16,34,0.508,1104
7,2009-10,PHO,L,103,110,45,87,0.517,4,18,0.222,9,18,0.5,12,42,30,9,7,12,22,30,0.594,1105
6,2009-10,MIN,W,92,90,37,83,0.446,5,19,0.263,13,19,0.684,8,36,23,9,6,9,13,28,0.5,1106
5,2009-10,PHI,W,105,74,41,72,0.569,14,20,0.7,9,14,0.643,7,39,27,10,4,17,21,32,0.519,1107
4,2009-10,NOH,W,97,87,41,76,0.539,6,15,0.4,9,14,0.643,4,36,27,6,2,15,17,32,0.574,1108
3,2009-10,CHI,W,118,90,43,74,0.581,12,24,0.5,20,24,0.833,10,42,33,7,5,16,22,32,0.62,1109
2,2009-10,CHA,W,92,59,33,76,0.434,11,29,0.379,15,19,0.789,10,44,28,10,8,12,22,34,0.468,1110
1,2009-10,CLE,W,95,89,32,72,0.444,9,19,0.474,22,26,0.846,6,38,20,9,8,14,27,32,0.434,1111
82,2008-09,WAS,W,115,107,45,85,0.529,10,18,0.556,15,24,0.625,12,41,29,6,2,16,25,29,0.522,1112
81,2008-09,PHI,W,100,98,41,79,0.519,9,16,0.563,9,17,0.529,13,41,24,10,7,15,23,28,0.508,1113
80,2008-09,CLE,L,76,107,29,81,0.358,5,18,0.278,13,22,0.591,7,28,20,8,5,10,27,21,0.381,1114
79,2008-09,MIA,W,105,98,38,81,0.469,9,14,0.643,20,21,0.952,14,44,20,4,5,12,20,30,0.433,1115
78,2008-09,NJN,W,106,104,41,79,0.519,5,14,0.357,19,23,0.826,8,40,23,6,5,10,17,32,0.554,1116
77,2008-09,ATL,W,104,92,40,75,0.533,6,14,0.429,18,21,0.857,7,38,26,7,10,16,19,31,0.557,1117
76,2008-09,CHA,W,111,109,41,77,0.532,11,29,0.379,18,26,0.692,11,40,21,9,7,24,23,29,0.625,1118
75,2008-09,OKC,W,103,84,39,83,0.47,8,23,0.348,17,24,0.708,15,48,29,7,5,12,22,33,0.517,1119
74,2008-09,ATL,W,99,93,37,78,0.474,9,20,0.45,16,21,0.762,14,45,22,5,2,14,25,31,0.483,1120
73,2008-09,ORL,L,82,84,33,76,0.434,4,16,0.25,12,15,0.8,12,47,14,5,4,18,19,35,0.483,1121
72,2008-09,LAC,W,90,77,35,73,0.479,7,11,0.636,13,17,0.765,4,33,23,13,3,14,18,29,0.452,1122
71,2008-09,MEM,W,105,87,41,73,0.562,7,20,0.35,16,23,0.696,7,38,30,6,5,16,16,31,0.642,1123
70,2008-09,SAS,W,80,77,34,82,0.415,3,6,0.5,9,13,0.692,6,44,20,6,6,4,17,38,0.408,1124
69,2008-09,MIA,W,112,108,45,82,0.549,6,10,0.6,16,24,0.667,6,41,30,2,5,10,28,35,0.542,1125
68,2008-09,CHI,L,121,127,43,87,0.494,11,20,0.55,24,27,0.889,13,42,21,3,4,13,26,29,0.478,1126
67,2008-09,MIL,L,77,86,26,69,0.377,1,12,0.083,24,35,0.686,15,48,17,5,5,25,28,33,0.439,1127
66,2008-09,MEM,W,102,92,38,76,0.5,7,22,0.318,19,23,0.826,12,41,26,8,7,13,23,29,0.574,1128
65,2008-09,MIA,L,99,107,33,73,0.452,8,16,0.5,25,33,0.758,14,41,15,7,4,17,26,27,0.439,1129
64,2008-09,ORL,L,79,86,30,76,0.395,2,10,0.2,17,24,0.708,8,44,10,2,2,17,23,36,0.424,1130
63,2008-09,CLE,W,105,94,45,83,0.542,6,16,0.375,9,12,0.75,9,36,31,4,4,8,23,27,0.582,1131
62,2008-09,NJN,W,115,111,41,67,0.612,8,13,0.615,25,30,0.833,8,39,26,8,1,19,25,31,0.611,1132
61,2008-09,DET,L,95,105,35,75,0.467,2,14,0.143,23,28,0.821,11,35,21,3,1,12,27,24,0.541,1133
60,2008-09,IND,W,104,99,39,74,0.527,10,19,0.526,16,23,0.696,7,35,31,4,8,15,21,28,0.527,1134
59,2008-09,LAC,L,91,93,31,66,0.47,7,16,0.438,22,32,0.688,9,41,20,7,5,20,23,32,0.48,1135
58,2008-09,DEN,W,114,76,41,83,0.494,14,23,0.609,18,21,0.857,11,46,28,8,5,10,24,35,0.45,1136
57,2008-09,PHO,W,128,108,46,73,0.63,8,18,0.444,28,40,0.7,8,40,17,5,2,19,25,32,0.691,1137
56,2008-09,UTA,L,85,90,31,71,0.437,4,13,0.308,19,29,0.655,10,43,14,7,5,19,30,33,0.466,1138
55,2008-09,DAL,W,99,92,35,72,0.486,3,10,0.3,26,28,0.929,13,50,24,2,1,19,25,37,0.516,1139
54,2008-09,NOH,W,89,77,35,79,0.443,2,14,0.143,17,22,0.773,10,39,18,9,3,10,20,29,0.508,1140
53,2008-09,SAS,L,99,105,44,87,0.506,3,11,0.273,8,11,0.727,8,39,28,7,3,11,20,31,0.539,1141
52,2008-09,NYK,W,110,100,40,78,0.513,7,16,0.438,23,30,0.767,9,51,23,7,4,15,23,42,0.532,1142
51,2008-09,LAL,L,109,110,42,93,0.452,8,18,0.444,17,20,0.85,12,47,26,8,8,16,28,35,0.453,1143
50,2008-09,PHI,W,100,99,41,76,0.539,4,13,0.308,14,16,0.875,11,41,25,4,7,20,26,30,0.587,1144
49,2008-09,MIN,W,109,101,40,83,0.482,5,15,0.333,24,30,0.8,15,41,25,11,4,11,20,26,0.515,1145
48,2008-09,DET,W,86,78,31,68,0.456,4,10,0.4,20,25,0.8,11,44,25,6,7,14,18,33,0.466,1146
47,2008-09,SAC,W,119,100,44,80,0.55,9,13,0.692,22,27,0.815,11,40,30,9,6,11,25,29,0.522,1147
46,2008-09,DAL,W,124,100,50,93,0.538,16,27,0.593,8,12,0.667,9,37,34,10,4,6,28,28,0.515,1148
45,2008-09,ORL,W,90,80,35,75,0.467,0,6,0.0,20,25,0.8,14,40,9,7,3,11,27,26,0.507,1149
44,2008-09,MIA,W,98,83,37,72,0.514,15,25,0.6,9,13,0.692,11,48,21,7,3,21,17,37,0.468,1150
43,2008-09,PHO,W,104,87,45,94,0.479,5,15,0.333,9,14,0.643,11,42,30,12,3,12,22,31,0.506,1151
42,2008-09,NJN,W,105,85,36,69,0.522,10,24,0.417,23,25,0.92,5,37,28,6,3,18,23,32,0.578,1152
41,2008-09,NJN,W,118,86,44,78,0.564,12,22,0.545,18,22,0.818,10,45,28,13,4,15,28,35,0.571,1153
40,2008-09,TOR,W,115,109,42,88,0.477,10,24,0.417,21,26,0.808,13,46,26,7,5,12,23,33,0.5,1154
39,2008-09,TOR,W,94,88,32,78,0.41,10,20,0.5,20,26,0.769,10,43,22,5,4,12,24,33,0.379,1155
38,2008-09,CLE,L,83,98,33,80,0.413,5,19,0.263,12,17,0.706,15,42,25,8,2,15,22,27,0.459,1156
37,2008-09,HOU,L,85,89,30,70,0.429,6,15,0.4,19,23,0.826,9,32,20,5,4,11,19,23,0.436,1157
36,2008-09,CHA,L,106,114,39,88,0.443,6,23,0.261,22,30,0.733,17,44,16,10,6,18,27,27,0.508,1158
35,2008-09,NYK,L,88,100,32,80,0.4,6,25,0.24,18,19,0.947,12,45,17,7,8,13,21,33,0.473,1159
34,2008-09,WAS,W,108,83,41,74,0.554,12,20,0.6,14,18,0.778,11,47,31,6,9,18,22,36,0.537,1160
33,2008-09,POR,L,86,91,27,67,0.403,3,14,0.214,29,31,0.935,5,29,13,7,1,13,20,24,0.453,1161
32,2008-09,SAC,W,108,63,41,79,0.519,6,18,0.333,20,27,0.741,11,53,23,11,9,14,22,42,0.574,1162
31,2008-09,GSW,L,89,99,33,70,0.471,6,12,0.5,17,25,0.68,12,39,18,11,6,23,31,27,0.466,1163
30,2008-09,LAL,L,83,92,36,77,0.468,5,22,0.227,6,8,0.75,7,40,22,8,3,17,25,33,0.564,1164
29,2008-09,PHI,W,110,91,37,81,0.457,7,14,0.5,29,34,0.853,13,40,27,10,5,15,26,27,0.448,1165
28,2008-09,NYK,W,124,105,50,76,0.658,10,20,0.5,14,24,0.583,9,47,33,6,6,22,22,38,0.714,1166
27,2008-09,CHI,W,126,108,50,84,0.595,12,24,0.5,14,17,0.824,13,35,40,14,4,13,19,22,0.633,1167
26,2008-09,ATL,W,88,85,34,77,0.442,2,13,0.154,18,22,0.818,12,45,14,9,7,13,22,33,0.5,1168
25,2008-09,UTA,W,100,91,33,67,0.493,3,6,0.5,31,41,0.756,12,50,20,9,3,23,23,38,0.492,1169
24,2008-09,NOH,W,94,82,33,70,0.471,6,16,0.375,22,35,0.629,12,48,14,4,5,16,28,36,0.5,1170
23,2008-09,WAS,W,122,88,44,79,0.557,8,15,0.533,26,33,0.788,12,41,31,15,3,18,25,29,0.562,1171
22,2008-09,IND,W,122,117,42,84,0.5,13,25,0.52,25,33,0.758,8,44,25,13,3,15,27,36,0.492,1172
21,2008-09,POR,W,93,78,34,73,0.466,3,13,0.231,22,29,0.759,17,43,22,4,1,17,21,26,0.517,1173
20,2008-09,IND,W,114,96,40,80,0.5,8,22,0.364,26,32,0.813,14,54,27,6,5,12,18,40,0.552,1174
19,2008-09,ORL,W,107,88,40,74,0.541,6,13,0.462,21,24,0.875,9,43,20,7,1,11,20,34,0.557,1175
18,2008-09,CHA,W,89,84,32,73,0.438,2,14,0.143,23,29,0.793,10,33,17,13,7,13,20,23,0.508,1176
17,2008-09,PHI,W,102,78,39,76,0.513,6,14,0.429,18,22,0.818,6,39,30,9,6,10,14,33,0.532,1177
16,2008-09,GSW,W,119,111,41,87,0.471,5,14,0.357,32,36,0.889,13,47,21,4,7,11,24,34,0.493,1178
15,2008-09,TOR,W,118,103,45,73,0.616,10,17,0.588,18,30,0.6,9,38,21,8,4,18,28,29,0.625,1179
14,2008-09,MIN,W,95,78,37,75,0.493,4,13,0.308,17,24,0.708,6,45,20,8,5,16,24,39,0.532,1180
13,2008-09,DET,W,98,80,36,73,0.493,7,14,0.5,19,28,0.679,11,42,22,11,4,12,18,31,0.492,1181
12,2008-09,NYK,W,110,101,42,79,0.532,5,13,0.385,21,30,0.7,9,45,22,7,8,13,20,36,0.561,1182
11,2008-09,MIL,W,102,97,31,67,0.463,8,18,0.444,32,36,0.889,7,37,22,7,9,19,34,30,0.469,1183
10,2008-09,DEN,L,85,94,29,73,0.397,10,25,0.4,17,21,0.81,12,37,22,13,6,17,16,25,0.396,1184
9,2008-09,ATL,W,103,102,32,76,0.421,5,24,0.208,34,42,0.81,15,43,21,4,4,15,23,28,0.519,1185
8,2008-09,TOR,W,94,87,32,73,0.438,6,20,0.3,24,27,0.889,5,39,17,5,2,11,21,34,0.491,1186
7,2008-09,DET,W,88,76,33,74,0.446,4,8,0.5,18,23,0.783,11,45,19,8,5,20,26,34,0.439,1187
6,2008-09,MIL,W,101,89,38,79,0.481,4,17,0.235,21,27,0.778,9,43,28,13,11,18,26,34,0.548,1188
5,2008-09,OKC,W,96,83,36,83,0.434,7,17,0.412,17,23,0.739,12,49,25,10,5,12,19,37,0.439,1189
4,2008-09,HOU,W,103,99,40,77,0.519,3,12,0.25,20,27,0.741,14,46,21,10,5,16,24,32,0.569,1190
3,2008-09,IND,L,79,95,27,78,0.346,4,20,0.2,21,35,0.6,17,52,15,8,5,24,25,35,0.397,1191
2,2008-09,CHI,W,96,80,32,73,0.438,2,8,0.25,30,39,0.769,9,49,15,8,7,20,27,40,0.462,1192
1,2008-09,CLE,W,90,85,33,74,0.446,3,14,0.214,21,34,0.618,10,36,16,10,0,16,28,26,0.5,1193
82,2007-08,NJN,W,105,94,37,82,0.451,8,15,0.533,23,30,0.767,12,44,22,10,6,13,24,32,0.433,1194
81,2007-08,NYK,W,99,93,37,77,0.481,7,16,0.438,18,26,0.692,9,43,13,7,5,14,20,34,0.492,1195
80,2007-08,ATL,W,99,89,34,72,0.472,5,12,0.417,26,29,0.897,8,39,21,7,6,12,23,31,0.483,1196
79,2007-08,MIL,W,102,86,44,87,0.506,10,20,0.5,4,5,0.8,11,46,33,6,4,13,24,35,0.507,1197
78,2007-08,WAS,L,95,109,34,76,0.447,13,30,0.433,14,21,0.667,14,46,24,6,4,20,21,32,0.457,1198
77,2007-08,MIL,W,107,104,36,73,0.493,7,22,0.318,28,39,0.718,8,42,21,11,3,23,28,34,0.569,1199
76,2007-08,CHA,W,101,78,34,78,0.436,6,17,0.353,27,34,0.794,15,54,14,13,5,13,18,39,0.459,1200
75,2007-08,IND,W,92,77,35,79,0.443,6,24,0.25,16,21,0.762,12,51,27,9,3,18,24,39,0.527,1201
74,2007-08,CHI,W,106,92,35,71,0.493,14,25,0.56,22,28,0.786,11,45,24,7,8,19,26,34,0.457,1202
73,2007-08,MIA,W,88,62,32,83,0.386,7,27,0.259,17,22,0.773,22,54,23,13,4,14,25,32,0.446,1203
72,2007-08,NOH,W,112,92,44,74,0.595,4,16,0.25,20,22,0.909,2,40,26,2,3,6,24,38,0.69,1204
71,2007-08,PHO,W,117,97,45,86,0.523,5,13,0.385,22,28,0.786,17,41,27,10,4,14,21,24,0.548,1205
70,2007-08,PHI,L,90,95,34,75,0.453,7,20,0.35,15,20,0.75,6,34,28,8,5,15,28,28,0.491,1206
69,2007-08,NOH,L,106,113,41,74,0.554,7,21,0.333,17,22,0.773,11,44,21,4,2,20,26,33,0.642,1207
68,2007-08,DAL,W,94,90,30,87,0.345,4,16,0.25,30,35,0.857,12,49,16,10,9,8,21,37,0.366,1208
67,2007-08,HOU,W,94,74,38,88,0.432,3,12,0.25,15,17,0.882,15,45,18,10,4,11,19,30,0.461,1209
66,2007-08,SAS,W,93,91,34,73,0.466,3,11,0.273,22,25,0.88,10,40,13,9,6,14,24,30,0.5,1210
65,2007-08,MIL,W,99,77,41,79,0.519,4,14,0.286,13,19,0.684,12,42,28,7,1,10,21,30,0.569,1211
64,2007-08,UTA,L,92,110,32,66,0.485,3,15,0.2,25,34,0.735,11,29,20,6,7,14,25,18,0.569,1212
63,2007-08,SEA,W,111,82,45,89,0.506,5,11,0.455,16,24,0.667,10,46,31,7,7,10,17,36,0.513,1213
62,2007-08,PHI,W,100,86,37,78,0.474,9,23,0.391,17,21,0.81,13,50,24,4,6,14,30,37,0.509,1214
61,2007-08,MEM,W,119,89,47,81,0.58,15,30,0.5,10,15,0.667,11,45,31,5,6,14,28,34,0.627,1215
60,2007-08,CHI,W,116,93,36,79,0.456,6,18,0.333,38,43,0.884,12,55,23,9,9,20,26,43,0.492,1216
59,2007-08,DET,W,90,78,35,76,0.461,3,8,0.375,17,24,0.708,10,50,23,2,5,11,20,40,0.471,1217
58,2007-08,ATL,W,98,88,37,83,0.446,7,21,0.333,17,21,0.81,12,48,26,9,7,13,22,36,0.484,1218
57,2007-08,CHA,W,108,100,41,86,0.477,9,19,0.474,17,21,0.81,12,44,33,9,5,16,20,32,0.478,1219
56,2007-08,CLE,W,92,87,34,65,0.523,4,12,0.333,20,29,0.69,5,37,27,10,2,19,25,32,0.566,1220
55,2007-08,LAC,W,104,76,38,69,0.551,8,18,0.444,20,25,0.8,3,37,22,10,8,13,22,34,0.588,1221
54,2007-08,POR,W,112,102,44,76,0.579,14,21,0.667,10,15,0.667,10,37,25,6,1,17,26,27,0.545,1222
53,2007-08,PHO,L,77,85,30,78,0.385,4,17,0.235,13,16,0.813,8,32,14,13,5,20,27,24,0.426,1223
52,2007-08,GSW,L,117,119,37,77,0.481,11,23,0.478,32,46,0.696,8,37,24,8,3,15,28,29,0.481,1224
51,2007-08,DEN,L,118,124,44,99,0.444,11,33,0.333,19,28,0.679,14,47,19,8,6,13,33,33,0.5,1225
50,2007-08,NYK,W,111,103,38,75,0.507,7,21,0.333,28,36,0.778,10,39,29,6,6,15,25,29,0.574,1226
49,2007-08,IND,W,104,97,35,83,0.422,10,28,0.357,24,29,0.828,8,42,20,10,6,8,23,34,0.455,1227
48,2007-08,SAS,W,98,90,33,71,0.465,9,23,0.391,23,34,0.676,10,46,24,9,0,14,19,36,0.5,1228
47,2007-08,MIN,W,88,86,34,74,0.459,6,16,0.375,14,17,0.824,5,36,21,6,8,15,15,31,0.483,1229
46,2007-08,LAC,W,111,100,42,79,0.532,8,16,0.5,19,25,0.76,10,40,24,10,5,19,29,30,0.54,1230
45,2007-08,CLE,L,113,114,42,74,0.568,9,18,0.5,20,22,0.909,7,29,21,8,2,19,29,22,0.589,1231
44,2007-08,DAL,W,96,90,33,77,0.429,5,11,0.455,25,29,0.862,12,37,13,6,3,8,25,25,0.424,1232
43,2007-08,MIA,W,117,87,40,78,0.513,10,21,0.476,27,35,0.771,10,51,22,12,5,14,27,41,0.526,1233
42,2007-08,ORL,L,93,96,35,84,0.417,7,18,0.389,16,18,0.889,13,38,14,11,2,11,23,25,0.424,1234
41,2007-08,MIN,W,87,86,29,69,0.42,4,16,0.25,25,30,0.833,12,47,17,7,7,23,17,35,0.472,1235
40,2007-08,TOR,L,112,114,44,89,0.494,7,21,0.333,17,22,0.773,16,39,30,11,5,12,19,23,0.544,1236
39,2007-08,NYK,W,109,93,41,75,0.547,4,11,0.364,23,29,0.793,11,42,18,10,1,15,22,31,0.578,1237
38,2007-08,PHI,W,116,89,43,73,0.589,14,22,0.636,16,21,0.762,10,30,31,6,6,16,29,20,0.569,1238
37,2007-08,POR,W,100,90,34,78,0.436,7,26,0.269,25,38,0.658,13,41,20,5,4,8,24,28,0.519,1239
36,2007-08,WAS,L,83,88,31,74,0.419,5,20,0.25,16,22,0.727,11,37,17,4,7,14,22,26,0.481,1240
35,2007-08,WAS,L,78,85,26,63,0.413,9,25,0.36,17,23,0.739,7,30,21,13,9,19,23,23,0.447,1241
34,2007-08,NJN,W,86,77,34,71,0.479,5,17,0.294,13,21,0.619,5,44,18,8,7,15,18,39,0.537,1242
33,2007-08,CHA,L,83,95,30,72,0.417,4,20,0.2,19,24,0.792,10,40,19,7,6,17,24,30,0.5,1243
32,2007-08,DET,W,92,85,31,74,0.419,4,16,0.25,26,33,0.788,15,50,14,4,4,13,27,35,0.466,1244
31,2007-08,MEM,W,100,96,36,78,0.462,6,16,0.375,22,25,0.88,7,43,22,9,1,14,21,36,0.484,1245
30,2007-08,HOU,W,97,93,41,77,0.532,4,16,0.25,11,19,0.579,7,34,27,8,5,12,20,27,0.607,1246
29,2007-08,LAL,W,110,91,37,80,0.463,7,22,0.318,29,39,0.744,10,49,17,11,4,16,30,39,0.517,1247
28,2007-08,UTA,W,104,98,37,80,0.463,10,21,0.476,20,26,0.769,14,41,22,10,1,11,19,27,0.458,1248
27,2007-08,SEA,W,104,96,34,86,0.395,9,19,0.474,27,36,0.75,14,42,21,4,3,4,15,28,0.373,1249
26,2007-08,SAC,W,89,69,31,76,0.408,11,22,0.5,16,22,0.727,16,45,19,11,4,17,20,29,0.37,1250
25,2007-08,ORL,W,103,91,38,73,0.521,8,19,0.421,19,24,0.792,6,38,24,7,5,14,24,32,0.556,1251
24,2007-08,CHI,W,107,82,31,70,0.443,12,26,0.462,33,42,0.786,8,46,25,12,4,22,26,38,0.432,1252
23,2007-08,DET,L,85,87,34,69,0.493,4,14,0.286,13,21,0.619,10,37,18,9,3,15,18,27,0.545,1253
22,2007-08,TOR,W,90,77,37,75,0.493,7,18,0.389,9,16,0.563,4,35,18,8,5,9,19,31,0.526,1254
21,2007-08,MIL,W,104,82,35,75,0.467,8,20,0.4,26,30,0.867,11,41,19,12,3,13,14,30,0.491,1255
20,2007-08,SAC,W,90,78,27,69,0.391,6,22,0.273,30,32,0.938,11,33,16,10,3,8,18,22,0.447,1256
19,2007-08,CHI,W,92,81,33,64,0.516,7,23,0.304,19,22,0.864,7,45,22,5,9,17,20,38,0.634,1257
18,2007-08,TOR,W,112,84,39,74,0.527,9,21,0.429,25,30,0.833,8,44,29,9,5,20,21,36,0.566,1258
17,2007-08,PHI,W,113,103,40,76,0.526,10,22,0.455,23,26,0.885,9,32,22,10,3,11,18,23,0.556,1259
16,2007-08,CLE,W,80,70,27,72,0.375,2,14,0.143,24,32,0.75,11,51,15,11,4,15,19,40,0.431,1260
15,2007-08,MIA,W,95,85,29,73,0.397,10,22,0.455,27,34,0.794,12,40,17,15,0,17,17,28,0.373,1261
14,2007-08,NYK,W,104,59,37,79,0.468,12,22,0.545,18,25,0.72,11,51,27,7,6,6,24,40,0.439,1262
13,2007-08,CLE,L,104,109,37,86,0.43,10,25,0.4,20,29,0.69,10,40,26,8,7,12,22,30,0.443,1263
12,2007-08,CHA,W,96,95,34,78,0.436,6,18,0.333,22,28,0.786,9,34,22,4,4,13,18,25,0.467,1264
11,2007-08,LAL,W,107,94,39,77,0.506,8,17,0.471,21,28,0.75,6,42,31,7,2,12,13,36,0.517,1265
10,2007-08,GSW,W,105,82,38,79,0.481,7,21,0.333,22,28,0.786,12,52,26,9,7,17,18,40,0.534,1266
9,2007-08,ORL,L,102,104,40,75,0.533,4,16,0.25,18,26,0.692,9,41,17,6,2,19,33,32,0.61,1267
8,2007-08,MIA,W,92,91,35,71,0.493,5,14,0.357,17,18,0.944,5,40,29,5,2,18,22,35,0.526,1268
7,2007-08,NJN,W,91,69,33,71,0.465,3,12,0.25,22,31,0.71,10,42,21,15,7,14,28,32,0.508,1269
6,2007-08,IND,W,101,86,31,73,0.425,6,21,0.286,33,44,0.75,7,42,17,12,8,13,24,35,0.481,1270
5,2007-08,NJN,W,112,101,36,79,0.456,10,19,0.526,30,35,0.857,12,49,27,9,3,11,24,37,0.433,1271
4,2007-08,ATL,W,106,83,41,68,0.603,6,10,0.6,18,25,0.72,8,39,30,8,6,18,20,31,0.603,1272
3,2007-08,DEN,W,119,93,49,76,0.645,7,19,0.368,14,22,0.636,7,38,32,20,2,20,21,31,0.737,1273
2,2007-08,TOR,W,98,95,34,77,0.442,12,26,0.462,18,21,0.857,8,42,21,7,3,17,28,34,0.431,1274
1,2007-08,WAS,W,103,83,39,81,0.481,7,21,0.333,18,27,0.667,10,46,20,10,6,15,24,36,0.533,1275
82,2006-07,DET,L,89,91,34,79,0.43,6,14,0.429,15,20,0.75,16,42,20,9,2,18,15,26,0.431,1276
81,2006-07,MIA,W,91,89,31,70,0.443,6,23,0.261,23,26,0.885,9,43,19,7,5,15,22,34,0.532,1277
80,2006-07,ORL,L,86,88,35,78,0.449,2,11,0.182,14,20,0.7,9,31,15,12,5,15,30,22,0.493,1278
79,2006-07,MIL,L,102,104,41,88,0.466,6,20,0.3,14,17,0.824,15,41,22,6,3,18,23,26,0.515,1279
78,2006-07,PHI,L,94,102,34,74,0.459,8,24,0.333,18,19,0.947,11,27,20,5,3,14,29,16,0.52,1280
77,2006-07,ATL,L,96,104,36,78,0.462,8,16,0.5,16,20,0.8,11,27,18,7,2,11,22,16,0.452,1281
76,2006-07,IND,L,98,105,39,87,0.448,6,21,0.286,14,23,0.609,11,36,14,12,1,17,32,25,0.5,1282
75,2006-07,MIA,L,85,88,34,80,0.425,8,21,0.381,9,18,0.5,10,43,19,5,5,7,24,33,0.441,1283
74,2006-07,MIL,L,89,98,34,91,0.374,4,16,0.25,17,22,0.773,16,45,20,5,3,15,22,29,0.4,1284
73,2006-07,CLE,W,98,96,37,77,0.481,2,6,0.333,22,27,0.815,8,40,22,8,7,17,18,32,0.493,1285
72,2006-07,PHI,L,82,88,30,71,0.423,3,14,0.214,19,23,0.826,11,41,17,10,3,24,26,30,0.474,1286
71,2006-07,ORL,W,105,96,40,92,0.435,2,12,0.167,23,28,0.821,12,46,19,8,8,14,30,34,0.475,1287
70,2006-07,TOR,W,95,87,34,79,0.43,3,15,0.2,24,27,0.889,11,45,23,6,4,17,25,34,0.484,1288
69,2006-07,DAL,L,95,109,28,77,0.364,6,12,0.5,33,40,0.825,13,34,16,7,3,8,17,21,0.338,1289
68,2006-07,CHA,L,84,92,30,76,0.395,2,11,0.182,22,27,0.815,15,51,20,9,7,20,20,36,0.431,1290
67,2006-07,NOK,L,88,106,36,82,0.439,8,15,0.533,8,11,0.727,11,39,16,9,5,19,21,28,0.418,1291
66,2006-07,SAS,W,91,85,34,77,0.442,4,15,0.267,19,25,0.76,10,46,15,5,6,16,24,36,0.484,1292
65,2006-07,DAL,L,101,106,36,78,0.462,10,20,0.5,19,22,0.864,12,36,28,9,2,13,24,24,0.448,1293
64,2006-07,ATL,W,109,88,41,81,0.506,6,15,0.4,21,28,0.75,11,44,27,11,5,17,32,33,0.53,1294
63,2006-07,CHI,L,87,95,35,73,0.479,6,20,0.3,11,21,0.524,6,32,20,8,6,14,28,26,0.547,1295
62,2006-07,CHI,L,78,94,29,75,0.387,4,14,0.286,16,23,0.696,11,39,17,8,5,17,19,28,0.41,1296
61,2006-07,SEA,W,118,103,45,76,0.592,7,21,0.333,21,29,0.724,12,37,25,5,5,15,21,25,0.691,1297
60,2006-07,HOU,L,80,111,28,78,0.359,1,9,0.111,23,32,0.719,17,39,17,10,3,20,16,22,0.391,1298
59,2006-07,MIN,W,124,117,40,88,0.455,7,17,0.412,37,46,0.804,23,57,27,6,2,18,22,34,0.465,1299
58,2006-07,NJN,W,96,88,35,102,0.343,2,16,0.125,24,32,0.75,18,53,14,11,4,10,29,35,0.384,1300
57,2006-07,NYK,W,102,94,34,67,0.507,10,19,0.526,24,32,0.75,7,38,28,6,5,14,22,31,0.5,1301
56,2006-07,HOU,W,77,72,27,79,0.342,3,16,0.188,20,32,0.625,13,53,14,5,6,18,27,40,0.381,1302
55,2006-07,UTA,L,87,105,31,73,0.425,6,17,0.353,19,22,0.864,12,36,18,6,9,23,27,24,0.446,1303
54,2006-07,LAL,L,96,122,32,76,0.421,5,12,0.417,27,33,0.818,11,37,22,8,4,18,19,26,0.422,1304
53,2006-07,PHO,L,108,118,38,88,0.432,9,17,0.529,23,26,0.885,14,43,16,5,4,9,21,29,0.408,1305
52,2006-07,SAC,L,101,104,37,74,0.5,10,17,0.588,17,31,0.548,10,44,24,6,2,19,33,34,0.474,1306
51,2006-07,MIL,W,117,97,45,82,0.549,15,23,0.652,12,15,0.8,7,29,26,11,5,9,18,22,0.508,1307
50,2006-07,MIN,L,107,109,35,65,0.538,6,13,0.462,31,37,0.838,7,36,23,10,3,16,23,29,0.558,1308
49,2006-07,NJN,L,78,92,27,78,0.346,5,16,0.313,19,26,0.731,10,40,14,11,4,15,20,30,0.355,1309
48,2006-07,MIA,L,79,91,31,97,0.32,7,19,0.368,10,12,0.833,18,48,22,4,4,11,22,30,0.308,1310
47,2006-07,DET,L,102,109,42,75,0.56,6,11,0.545,12,16,0.75,8,26,29,7,5,10,16,18,0.562,1311
46,2006-07,LAC,L,89,100,35,72,0.486,7,11,0.636,12,20,0.6,8,38,22,5,3,15,24,30,0.459,1312
45,2006-07,LAL,L,98,111,36,80,0.45,6,13,0.462,20,26,0.769,10,38,25,5,5,8,20,28,0.448,1313
44,2006-07,IND,L,96,103,37,80,0.463,3,8,0.375,19,31,0.613,13,40,15,11,1,20,40,27,0.472,1314
